name,brand,image_url,gender,notes,season_tags,time_tags,brand_tag,activity,weather,desired_impression,emotion_cluster
Noir de Noir Travel Atomizer,TOM FORD Private Blend,https://static.luckyscent.com/images/products/635082.jpg?width=400&404=product.png,men,"oakmoss, oud, patchouli, rose, saffron, truffle, vanilla click here for ingredients close noir de noir travel atomizer by tom ford private blend ingredients please be aware that ingredient lists may change or vary from time to time  please refer to the ingredient list on the product package you receive for the most up to date list of ingredients",summer,night,TOM FORD Private Blend,date,cold,"confident, mysterious",5
Cairo Eau de Parfum,Penhaligons,https://static.luckyscent.com/images/products/441051.jpg?width=400&404=product.png,unisex,"cedar, cypriol, labdanum, patchouli, rose, saffron, sandalwood, vanilla",summer,night,Penhaligons,work,cold,"confident, mysterious",5
Neroli Intense Eau de Parfum,PARFUMS DE NICOLAI,https://static.luckyscent.com/images/products/313059.jpg?width=400&404=product.png,women,"beeswax, mandarin, musk, neroli, orange, patchouli, petitgrain, pittosporum, tarragon",winter,night,PARFUMS DE NICOLAI,date,rainy,"confident, mysterious",5
Brume du Matin Eau de Parfum,Fragrance du Bois,https://static.luckyscent.com/images/products/757026.jpg?width=400&404=product.png,unisex,"amber, bergamot, jasmine, mandarin, peach, peony, plum, rose, violet, white musk, woods",summer,day,Fragrance du Bois,date,cold,"confident, mysterious",0
Cuir de Chine Eau de Parfum,Les Indemodables,https://static.luckyscent.com/images/products/827005.jpg?width=400&404=product.png,women,"alpine clary sage, chinese osmanthus absolute, chinese osmanthusalcoolat grand cru, turkishtabac blond absolute",summer,day,Les Indemodables,casual,any,"confident, mysterious",1
Rose Millesimee Extrait de Parfum,Jovoy Paris,https://static.luckyscent.com/images/products/61617.jpg?width=400&404=product.png,women,"bulgarian rose, candied apple, centifolia rose, clove, white musks",summer,night,Jovoy Paris,date,any,"confident, mysterious",1
Delina Hair Mist,Parfums de Marly,https://static.luckyscent.com/images/products/70029.jpg?width=400&404=product.png,unisex,"bergamot, cashmeran, cedar, frankincense, lychee, musk, nutmeg, rhubarb, rose, vanilla, vetiver",summer,day,Parfums de Marly,date,cold,"confident, mysterious",2
Cuoio Dei Dolci Eau de Parfum,La Via Del Profumo,https://static.luckyscent.com/images/products/81611.jpg?width=400&404=product.png,men,"castoreum, cocoa, mandarin, mysore sandalwood, tobacco, tonka bean, vanilla, ylang ylang",fall,night,La Via Del Profumo,casual,cold,"confident, mysterious",3
Notorious Oud Eau de Parfum,D.S. and Durga,https://static.luckyscent.com/images/products/686084.jpg?width=400&404=product.png,unisex,"camphor, cetalox, civet, lavender, oud, papyrus, rose, saffron, white galbanum",summer,night,D.S. and Durga,date,any,"confident, fresh",1
Metallique Eau de Parfum,TOM FORD Signature,https://static.luckyscent.com/images/products/807001.jpg?width=400&404=product.png,women,"aubepine, bergamote, muguet, nectar of heliotrope, pink peppercorn, sandalwood, vanilla",fall,day,TOM FORD Signature,casual,cold,"confident, mysterious",3
Fougere Emeraude Eau de Parfum,Les Indemodables,https://static.luckyscent.com/images/products/827007.jpg?width=400&404=product.png,women,"alpine clary sage, french lavender grand cru, indian tuberose, moroccan mimosa absolute grand cru, venezuelan tonka absolute",summer,day,Les Indemodables,casual,any,"confident, mysterious",1
Gentle fluidity Silver Eau de Parfum,Maison Francis Kurkdjian,https://static.luckyscent.com/images/products/49887.jpg?width=400&404=product.png,women,"amber, coriander, juniper, musk, nutmeg, vanilla, woods",fall,night,Maison Francis Kurkdjian,date,cold,"confident, mysterious",0
gentle Fluidity Gold Eau de Parfum,Maison Francis Kurkdjian,https://static.luckyscent.com/images/products/49888.jpg?width=400&404=product.png,women,"amber, coriander, juniper, musk, nutmeg, vanilla, woods",fall,night,Maison Francis Kurkdjian,date,cold,"confident, mysterious",0
Oriental Velours Eau de Parfum,Les Indemodables,https://static.luckyscent.com/images/products/827006.jpg?width=400&404=product.png,women,"alpine spruce oil, haitian vetivergrand cru, indian jasmine alcoolat grand cru, madagascan vanilla grand cru, somalian myrrh",summer,night,Les Indemodables,work,cold,"confident, mysterious",1
Musk Cologne Eau de Parfum,Bortnikoff,https://static.luckyscent.com/images/products/804009.jpg?width=400&404=product.png,women,"bergamot, deer musk, gaiac, green tea, lemon, lily of the valley, magnolia, sandalwood, sweet orange, tangerine, tuberose, ylang ylang",spring,day,Bortnikoff,date,hot,"confident, mysterious",3
Mandarino di Sicilia Eau de Parfum,Perris Monte Carlo,https://static.luckyscent.com/images/products/702051.jpg?width=400&404=product.png,unisex,"amber, bitter orange, cedar, geranium, green mandarin, jasmin, musk, orange blossom, petitgrain, yellow mandarin",spring,day,Perris Monte Carlo,date,cold,"confident, mysterious",0
Bergamotto di Calabria Eau de Parfum,Perris Monte Carlo,https://static.luckyscent.com/images/products/702052.jpg?width=400&404=product.png,women,"bergamot, iris, jasmine, musk, neroli, orange blossom, orange flower, petitgrain, pink pepper, sandalwood, timur pepper, vetiver",summer,day,Perris Monte Carlo,date,hot,"confident, mysterious",2
Arancia di Sicilia Eau de Parfum,Perris Monte Carlo,https://static.luckyscent.com/images/products/702053.jpg?width=400&404=product.png,women,"almond, amber, blood orange, cinnamon, coffee, iris, labdanum, musk",fall,night,Perris Monte Carlo,date,cold,"confident, mysterious",1
Soleil d'Italie Eau de Parfum,Mancera,https://static.luckyscent.com/images/products/649040.jpg?width=400&404=product.png,unisex,"amber, aquatic notes, bergamot, bitter orange, cardamom, cedar, gaiac, lime, mandarin, musk, patchouli, pink pepper, rose, vetiver",summer,day,Mancera,date,cold,"confident, mysterious",4
Safran Colognise Extrait de Cologne,Nishane,https://static.luckyscent.com/images/products/774057.jpg?width=400&404=product.png,unisex,"amber, cedrat, leather, magnolia, musk, passion fruit, pink grapefruit, pink pepper, saffron",fall,night,Nishane,date,cold,"confident, mysterious",0
Le Chant de Camargue Eau de Parfum,L'Artisan Parfumeur,https://static.luckyscent.com/images/products/152026.jpg?width=400&404=product.png,women,"bergamot, carmargue rice, sandalwood milk",fall,day,L'Artisan Parfumeur,casual,hot,"confident, mysterious",1
Petales de Cashmere Eau de Parfum,Fragrance du Bois,https://static.luckyscent.com/images/products/757027.jpg?width=400&404=product.png,women,"caraway, grapefruit, jasmine, mandarin, musk, olibanum, rose, saffron, sandalwood, violet",summer,night,Fragrance du Bois,date,hot,"confident, mysterious",4
Tuscan Leather Intense Eau de Parfum,TOM FORD Private Blend,https://static.luckyscent.com/images/products/635080.jpg?width=400&404=product.png,men,"amber click here for ingredients close tuscan leather intense by tom ford private blend ingredients please be aware that ingredient lists may change or vary from time to time  please refer to the ingredient list on the product package you receive for the most up to date list of ingredients, animalic notes, davana, leather, olibanum, raspberry, saffron, suede, thyme, woodsy notes",fall,night,TOM FORD Private Blend,date,cold,"confident, mysterious",1
A Man's Cologne Eau de Parfum,Gravel,https://static.luckyscent.com/images/products/829000.jpg?width=400&404=product.png,women,"benzoin, bergamot, incense, musk, orange, patchouli, tonka bean, vetiver",winter,day,Gravel,date,cold,"confident, mysterious",2
Villa Nellcote Eau de Parfum,19-69,https://static.luckyscent.com/images/products/812008.jpg?width=400&404=product.png,women,"bergamot, black tea, cabreuva, cedar, elemi, gaiac, grapefruit, jasmine, lemon, lemon flower, magnolia, moss, musk, osmanthus, patchouli, petitgrain, pink pepper, rose, violet, white amber",summer,day,19-69,date,cold,"confident, mysterious",4
Portrayal Man Eau de Parfum,Amouage,https://static.luckyscent.com/images/products/418095.jpg?width=400&404=product.png,women,"cade, vetiver, violet leaves",summer,night,Amouage,work,any,"confident, mysterious",2
Portrayal Woman,Amouage,https://static.luckyscent.com/images/products/418096.jpg?width=400&404=product.png,women,"jasmine, tabacco, tuberose, vanilla",summer,night,Amouage,casual,cold,"confident, mysterious",3
Humus Eau de Parfum,Mad et Len,https://static.luckyscent.com/images/products/752005.jpg?width=400&404=product.png,women,"mushroom, oakmoss, pebbles, pine tree, vetiver, violet",fall,night,Mad et Len,work,rainy,"confident, mysterious",2
Musc des Sables Eau de Parfum,Les Indemodables,https://static.luckyscent.com/images/products/827002.jpg?width=400&404=product.png,unisex,"ambergris tincture, benzoin, cardamom, cinnamon, indonesian patchouli grand cru, italian green mandarin, musk, orris absolute grand cru",spring,day,Les Indemodables,date,cold,"confident, mysterious",1
Iris Perle Eau de Parfum,Les Indemodables,https://static.luckyscent.com/images/products/827003.jpg?width=400&404=product.png,women,"clary sage from the alps, french orris absolute grand cru, indian jasmine absolute, madagascan ylangylang, morrocan mimosa absolute",summer,day,Les Indemodables,casual,any,"confident, mysterious",1
Rose de Jamal Eau de Parfum,Les Indemodables,https://static.luckyscent.com/images/products/827000.jpg?width=400&404=product.png,unisex,"lavender, madagascan pink pepper c, morocan naneh mint, moroccan cedarwood, moroccan damascene rose absolute",spring,day,Les Indemodables,casual,hot,"confident, fresh",1
Pineapple Essenza Eau de Parfum,Panah London,https://static.luckyscent.com/images/products/828002.jpg?width=400&404=product.png,women,"blackcurrant, lily, musk, patchouli, pineapple, sicilian lemon, tonka bean, vanilla",fall,night,Panah London,date,cold,"confident, mysterious",5
Brandied Pear Eau de Parfum,Panah London,https://static.luckyscent.com/images/products/828004.jpg?width=400&404=product.png,women,"banana, green leaves, lemon, musk, pear, vanilla",spring,day,Panah London,date,cold,"confident, mysterious",3
Nefs Extrait de Parfum,Nishane,https://static.luckyscent.com/images/products/774056.jpg?width=400&404=product.png,unisex,"amber, cedar, cinnamon, fig, geranium, gurjam balsam, honey, jasmine, leather, nutmeg, osmanthus, oud, rose, saffron, sage, vanilla, violet, whiskey",summer,night,Nishane,date,cold,"confident, mysterious",4
Megamare Parfum,Orto Parisi,https://static.luckyscent.com/images/products/67707.jpg?width=400&404=product.png,women,"oceany, sparkling musk, spicy, sweet",winter,night,Orto Parisi,date,any,"confident, mysterious",1
Mahabah Eau de Parfum,ANFAS,https://static.luckyscent.com/images/products/825003.jpg?width=400&404=product.png,women,"jasmine, petitgrain, rose, tonka bean, vanilla, ylangylang",summer,night,ANFAS,casual,cold,"confident, mysterious",3
Shaghaf Eau de Parfum,ANFAS,https://static.luckyscent.com/images/products/825005.jpg?width=400&404=product.png,unisex,"agarwood, amber, cardamom, cashmeran, cedar, citruses, ginger, leather, opoponax, patchouli, tobacco, tolu balsam, vanilla",spring,day,ANFAS,date,cold,"confident, mysterious",5
Red Ishq Eau de Parfum,ANFAS,https://static.luckyscent.com/images/products/825006.jpg?width=400&404=product.png,unisex,"amber, jasmine, oakmoss, raspberry, saffron, talc",summer,night,ANFAS,date,cold,"confident, mysterious",0
Green Gaya Eau de Parfum,ANFAS,https://static.luckyscent.com/images/products/825007.jpg?width=400&404=product.png,men,"amber, anise, cardamom, cedar, iris, liquorice, mango, milk, oud, pear, wood",fall,night,ANFAS,date,cold,"confident, mysterious",1
Purple Sakan,ANFAS,https://static.luckyscent.com/images/products/825008.jpg?width=400&404=product.png,unisex,"amber, bergamot, cardamom, coffee, cumin, lemon, musk, orange, patchouli, vanilla",fall,day,ANFAS,date,cold,"confident, mysterious",0
Gold Watan Eau de Parfum,ANFAS,https://static.luckyscent.com/images/products/825009.jpg?width=400&404=product.png,unisex,"cistus, floral notes, musk, nagarmotha, oud, sugar",winter,night,ANFAS,date,any,"confident, mysterious",1
Rahaba Eau de Parfum,ANFAS,https://static.luckyscent.com/images/products/825000.jpg?width=400&404=product.png,unisex,"almond, amber, gin, grasse rose, orange, orris, pineapple, rose, sandalwood, tolu balsam, tonka bean, vanilla",summer,night,ANFAS,date,cold,"confident, mysterious",3
Samaha,ANFAS,https://static.luckyscent.com/images/products/825001.jpg?width=400&404=product.png,unisex,"cedar, citruses, jasmine, musk, neroli, rose, rosebay willowherb, sea notes",spring,day,ANFAS,date,hot,"confident, mysterious",0
Sa'adah Eau de Parfum,ANFAS,https://static.luckyscent.com/images/products/825002.jpg?width=400&404=product.png,unisex,"cedar, neroli, orange, pine, rose, sandalwood, tonka bean, vanilla, violet, ylangylang",summer,night,ANFAS,work,cold,"confident, mysterious",3
Velvet Splendour Perfume Concentrate,Goldfield & Banks,https://static.luckyscent.com/images/products/79507.jpg?width=400&404=product.png,men,"hedione, heliotropine, jasmin sambac, leather, mandarin, mimosa absolute, oppoponax, orange blossom, patchouli, sandalwood, tonka bean, vetiver",fall,night,Goldfield & Banks,date,cold,"confident, mysterious",2
Papyrus Oud Eau de Parfum,Parle Moi de Parfum,https://static.luckyscent.com/images/products/76712.jpg?width=400&404=product.png,women,"chocolate, ginger, incense, musk, oud, papyrus, patchouli",winter,night,Parle Moi de Parfum,date,any,"confident, mysterious",5
Gardens of India Eau de Parfum,Parle Moi de Parfum,https://static.luckyscent.com/images/products/76713.jpg?width=400&404=product.png,women,"jasmine, sandalwood, tuberose",summer,night,Parle Moi de Parfum,casual,any,"confident, fresh",3
Blackpepper Eau de Parfum,Comme des Garcons,https://static.luckyscent.com/images/products/21646.jpg?width=400&404=product.png,men,"agarwood, black pepper, cedar, musk, patchouli, tonka bean",winter,night,Comme des Garcons,date,cold,"confident, mysterious",5
Gosha Rubchinskiy Eau de Toilette,Comme des Garcons,https://static.luckyscent.com/images/products/21647.jpg?width=400&404=product.png,men,"angelica root, blue chamomile, buchu, mandarin seed, patchouli, styrax, vetiver",fall,night,Comme des Garcons,work,any,"confident, mysterious",2
Concrete Eau de Parfum,Comme des Garcons,https://static.luckyscent.com/images/products/77210.jpg?width=400&404=product.png,men,,fall,night,Comme des Garcons,casual,any,"elegant, friendly",1
Andy Warhol's You're In Eau de Toilette,Comme des Garcons,https://static.luckyscent.com/images/products/21648.jpg?width=400&404=product.png,men,"aldehydes, bitter orange, cashmere wood, coriander leaf, jasmine, makrut lime zest, metallic amber, musk, pittosporum",summer,night,Comme des Garcons,date,cold,"confident, mysterious",0
Escentric 01 Eau de Toilette,Escentric Molecules,https://static.luckyscent.com/images/products/30801.jpg?width=400&404=product.png,women,,summer,day,Escentric Molecules,casual,any,"confident, mysterious",1
2 Candle,Comme des Garcons,https://static.luckyscent.com/images/products/23610.jpg?width=400&404=product.png,men,"abslolute folia, absolute mat, amber, angelica root, cade oil, cedar, cumin, incense, japanese sumi ink, labdanum, magnolia, new aldehydes, patchouli, vetiver",fall,night,Comme des Garcons,date,cold,"confident, mysterious",2
Odeur 53 Eau de Toilette,Comme des Garcons,https://static.luckyscent.com/images/products/21600.jpg?width=400&404=product.png,men,"burnt rubber, cellulose, fire energy, flaming rock, flash of metal, mineral carbon, nail polish, oxygen, pure air of the high mountains, sand dunes, ultimate fusion, washing drying in the wind",fall,night,Comme des Garcons,casual,any,"confident, mysterious",1
Odeur 71 Eau de Toilette,Comme des Garcons,https://static.luckyscent.com/images/products/21601.jpg?width=400&404=product.png,men,"bamboo, bay leaves, elm, hyacinth, incense, moss, willow, wood",winter,night,Comme des Garcons,date,rainy,"confident, fresh",1
2 Eau de Parfum,Comme des Garcons,https://static.luckyscent.com/images/products/21602.jpg?width=400&404=product.png,men,"abslolute folia, absolute mat, amber, angelica root, cade oil, cedar, cumin, incense, japanese sumi ink, labdanum, magnolia, new aldehydes, patchouli, vetiver",fall,night,Comme des Garcons,date,cold,"confident, mysterious",2
White Eau de Toilette,Comme des Garcons,https://static.luckyscent.com/images/products/21603.jpg?width=400&404=product.png,men,"amber, cedar, lily of the valley, may rose, pomegranate, spices, vanilla",summer,night,Comme des Garcons,date,cold,"confident, mysterious",3
2 MAN Eau de Toilette,Comme des Garcons,https://static.luckyscent.com/images/products/21620.jpg?width=400&404=product.png,men,"incense, leather, mahogany, nutmeg, saffron flowers, vetiver roots, white smoke",fall,night,Comme des Garcons,date,any,"confident, mysterious",1
Original Eau de Parfum,Comme des Garcons,https://static.luckyscent.com/images/products/21619.jpg?width=400&404=product.png,men,"black pepper, cardamom, cedar, cinnamon, clove, honey, labdanum, nutmeg, rose, sandalwood",summer,night,Comme des Garcons,work,cold,"confident, mysterious",4
3 Eau de Toilette,Comme des Garcons,https://static.luckyscent.com/images/products/21618.jpg?width=400&404=product.png,men,"angelica, basil, birch essence, black currant, everlasting flower, lebanese cedar, magnolia, mandarin, sandalwood",fall,night,Comme des Garcons,work,any,"confident, fresh",3
Wonderwood Eau de Parfum,Comme des Garcons,https://static.luckyscent.com/images/products/21622.jpg?width=400&404=product.png,men,"bergamot, caraway seeds, cashmeran, cedar, cristalon, guaiac wood, javanol, madagascan pepper, nutmeg, oud, sandalwood, somalian incense, vetiver",fall,day,Comme des Garcons,date,hot,"confident, mysterious",2
Amazingreen Eau de Parfum,Comme des Garcons,https://static.luckyscent.com/images/products/21628.jpg?width=400&404=product.png,unisex,"coriander seeds, dew mist, green pepper, gunpowder accord, ivy leaves, jungle leaves, musk, orris roots, palm tree leaves, silex, smoke, vetiver",spring,day,Comme des Garcons,date,any,"confident, mysterious",2
Black Eau de Toilette,Comme des Garcons,https://static.luckyscent.com/images/products/21631.jpg?width=400&404=product.png,men,"birch tar, black pepper, cedar, incense, leather, liquorice, pepperwood, vetiver",fall,night,Comme des Garcons,date,any,"confident, mysterious",2
Wonderoud Eau de Parfum,Comme des Garcons,https://static.luckyscent.com/images/products/21639.jpg?width=400&404=product.png,men,"guaiac wood, oud wood, pashminol, patchouli, sandalwood, texas cedarwood fraction orpur, vetiver",fall,night,Comme des Garcons,date,any,"confident, mysterious",2
Serpentine Eau de Toilette,Comme des Garcons,https://static.luckyscent.com/images/products/21638.jpg?width=400&404=product.png,men,"asphalt, iris leaf, juniper wood, labdanum, leaves, nutmeg, oxygen, pollen galbanum, smoked cedar with a little bit of pollution benzoin",winter,night,Comme des Garcons,work,any,"confident, mysterious",1
Floriental Eau de Parfum,Comme des Garcons,https://static.luckyscent.com/images/products/21643.jpg?width=400&404=product.png,men,"incense, labdanum, pink pepper, plum, sandalwood, vetiver",fall,night,Comme des Garcons,date,any,"elegant, friendly",2
Dot Eau de Parfum,Comme des Garcons,https://static.luckyscent.com/images/products/21644.jpg?width=400&404=product.png,men,"amberwood, bitter orange, fruits, green notes, olibanum, osmanthus, pepper",spring,day,Comme des Garcons,date,cold,"confident, mysterious",1
Grace by Grace Coddington Eau de Toilette,Comme des Garcons,https://static.luckyscent.com/images/products/21645.jpg?width=400&404=product.png,men,"amber, basil, bergamot, cardamom, cashmere woods, freesia, mint, musk, peach blossom, pink peppercorn, rose, vetiver",spring,day,Comme des Garcons,date,cold,"confident, mysterious",0
Muskane Demi Extrait,Nishane,https://static.luckyscent.com/images/products/774054.jpg?width=400&404=product.png,unisex,"amber, musk, raspberry, rose, vanilla, violet",summer,night,Nishane,date,cold,"confident, mysterious",0
Florane Demi Extrait,Nishane,https://static.luckyscent.com/images/products/774055.jpg?width=400&404=product.png,unisex,"amber, cassis, grapefruit, hinoki, jasmine, muguet, musk, vanilla, violet",summer,night,Nishane,date,cold,"confident, mysterious",0
Lustre Eau de Parfum,Hiram Green Perfumes,https://static.luckyscent.com/images/products/68107.jpg?width=400&404=product.png,women,"bulgarian rose, citrus, olibanum, orris",spring,day,Hiram Green Perfumes,casual,hot,"confident, fresh",1
L'Eau de Reims,Reims Parfums,https://static.luckyscent.com/images/products/82402.jpg?width=400&404=product.png,unisex,"geranium, incense, neroli, oakmoss, petitgrain",winter,night,Reims Parfums,date,rainy,"confident, fresh",1
Haute Provence Eau de Cologne,PARFUMS DE NICOLAI,https://static.luckyscent.com/images/products/31359.jpg?width=400&404=product.png,unisex,"bergamot, cedar, iris, lavender, musk, petitgrain",summer,day,PARFUMS DE NICOLAI,date,hot,"confident, mysterious",1
Hossegor Eau de Parfum,A Lab on Fire,https://static.luckyscent.com/images/products/56718.jpg?width=400&404=product.png,women,"amber, ambrox, black pepper, clary sage, juniper, mastic, mineral musks, olibanum, orris root, sea moss, sea salt, solar accord, vetiver, wet woods",fall,night,A Lab on Fire,date,cold,"confident, mysterious",2
Ani Extrait de Parfum,Nishane,https://static.luckyscent.com/images/products/774052.jpg?width=400&404=product.png,unisex,"amber, benzoin, bergamot, blackcurrant, blue ginger, cardamom, cedar, green notes, musk, patchouli, pink pepper, rose, sandalwood, vanilla",spring,day,Nishane,date,cold,"confident, mysterious",4
Unutamam Extrait de Parfum,Nishane,https://static.luckyscent.com/images/products/774053.jpg?width=400&404=product.png,unisex,"amber, caramel, carnation, castoreum, cistus, jasmine, juniper, lavender, mint, oakmoss, oregano, patchouli, rosemary",spring,day,Nishane,date,cold,"confident, mysterious",5
Milano Cento For Him Eau de Toilette,Milano Cento,https://static.luckyscent.com/images/products/823000.jpg?width=400&404=product.png,unisex,"amber, basil, bergamot, cinnamon, clary sage, clove, lavender, lemon, musk, patchouli, petitgrain, rosemary, sandalwood",summer,day,Milano Cento,date,cold,"confident, mysterious",4
Douce Amere Eau de Parfum,Serge Lutens,https://static.luckyscent.com/images/products/36118.jpg?width=400&404=product.png,women,"absinthe, anise, cedar, cinnamon, jasmine, lily, marigold, musk, tagette, tiare",summer,night,Serge Lutens,date,cold,"confident, mysterious",0
Rahat Loukhoum Eau de Parfum,Serge Lutens,https://static.luckyscent.com/images/products/36157.jpg?width=400&404=product.png,women,"aldehydes, almond, balsam, cherry, hawthorn, heliotrope, musk, rose, tonka bean, vanilla, white honey",summer,night,Serge Lutens,date,cold,"confident, mysterious",3
Iris Silver Mist Eau de Parfum,Serge Lutens,https://static.luckyscent.com/images/products/36158.jpg?width=400&404=product.png,women,"benzoin, cedar, clove, galbanum, incense, musk, orris root, sandalwood, vetiver, white amber",fall,night,Serge Lutens,date,cold,"confident, mysterious",2
Bois Et Musc Eau de Parfum,Serge Lutens,https://static.luckyscent.com/images/products/36167.jpg?width=400&404=product.png,women,"atlas cedarwood, beeswax, musk, saffron",winter,night,Serge Lutens,date,any,"confident, mysterious",1
Sarrasins Eau de Parfum,Serge Lutens,https://static.luckyscent.com/images/products/36168.jpg?width=400&404=product.png,women,"bergamot, carnation, castoreum, jasmine, labdanum, osmanthus, patchouli",summer,day,Serge Lutens,casual,hot,"confident, mysterious",5
Vanilla Vibes Eau de Parfum,Juliette Has a Gun,https://static.luckyscent.com/images/products/40133.jpg?width=400&404=product.png,women,"benzoin, brown musk, fleur de sel, orchid, sandalwood, tonka bean, vanilla",fall,night,Juliette Has a Gun,date,cold,"confident, mysterious",3
Winter Palace Eau de Parfum,MEMO,https://static.luckyscent.com/images/products/69125.jpg?width=400&404=product.png,unisex,"amber wood, benzoin, bergamot, grapefruit, gurjum balsam, labdanum, lemon, mate, musk, red tea, styrax, tolu, tonka bean, vanilla",fall,day,MEMO,date,cold,"confident, mysterious",3
White Peaches Eau de Parfum,Shay & Blue,https://static.luckyscent.com/images/products/70420.jpg?width=400&404=product.png,men,"elderflower granita, narcissus, silver birch, white peach",summer,night,Shay & Blue,casual,any,"confident, mysterious",1
Sundazed Eau de Parfum,BYREDO,https://static.luckyscent.com/images/products/641203.jpg?width=400&404=product.png,women,"cotton candy, jasmine, lemon, mandarin, neroli, skin musk",summer,night,BYREDO,date,any,"confident, mysterious",1
Eau de Minthe Eau de Parfum,Diptyque,https://static.luckyscent.com/images/products/483300.jpg?width=400&404=product.png,women,"geranium, mint, patchouli, rose oxide",spring,day,Diptyque,casual,hot,"confident, fresh",5
Splendiris Eau de Parfum,Dusita,https://static.luckyscent.com/images/products/74607.jpg?width=400&404=product.png,unisex,"amber, bergamot, carrot seed, cedar, fig leaf, iris, jasmine, mandarin, orange, rose, sweet orris butter, vanilla, vetiver, violet, violet leaf",summer,day,Dusita,date,cold,"confident, mysterious",4
Rose Of No Man's Land Hair Perfume,BYREDO,https://static.luckyscent.com/images/products/641202.jpg?width=400&404=product.png,women,"papyrus, pink pepper, raspberry blossom, turkish rose absolute, turkish rose petals, white amber",summer,night,BYREDO,date,cold,"confident, mysterious",1
Malt Eau de Parfum,Akro,https://static.luckyscent.com/images/products/821001.jpg?width=400&404=product.png,men,"leather, patchouli, rum, seaweed, whiskey",fall,night,Akro,date,any,"confident, mysterious",5
Dark Eau de Parfum,Akro,https://static.luckyscent.com/images/products/821002.jpg?width=400&404=product.png,women,"cinnamon, cocoa, dark chocolate, hazelnut, vanilla",fall,night,Akro,casual,cold,"confident, mysterious",3
Night Eau de Parfum,Akro,https://static.luckyscent.com/images/products/821003.jpg?width=400&404=product.png,men,"agaroud, bulgarian rose, cumin, saffron",summer,night,Akro,date,any,"confident, mysterious",1
Smoke Eau de Parfum,Akro,https://static.luckyscent.com/images/products/821004.jpg?width=400&404=product.png,men,"balkans tobacco leaves, benjoin, cade, nicotine, tonka bean",fall,night,Akro,casual,cold,"confident, mysterious",1
Haze Eau de Parfum,Akro,https://static.luckyscent.com/images/products/821005.jpg?width=400&404=product.png,men,"absinthe, armoise, clary sage, eucalyptus, spearmint",spring,day,Akro,casual,hot,"confident, mysterious",1
Molecule 02 Eau de Toilette,Escentric Molecules,https://static.luckyscent.com/images/products/30802.jpg?width=400&404=product.png,women,,summer,day,Escentric Molecules,casual,any,"confident, mysterious",1
Escentric 02 Eau de Toilette,Escentric Molecules,https://static.luckyscent.com/images/products/30803.jpg?width=400&404=product.png,women,,summer,day,Escentric Molecules,casual,any,"confident, mysterious",1
Lavender Extreme Eau de Parfum,TOM FORD Private Blend,https://static.luckyscent.com/images/products/635079.jpg?width=400&404=product.png,women,"cinnamon, geranium, lavender, lemon, rose, tonka click here for ingredients close lavender extreme by tom ford private blend ingredients please be aware that ingredient lists may change or vary from time to time  please refer to the ingredient list on the product package you receive for the most up to date list of ingredients, violet",summer,night,TOM FORD Private Blend,casual,cold,"confident, mysterious",1
Bana Banana Eau de Parfum,L'Artisan Parfumeur,https://static.luckyscent.com/images/products/152025.jpg?width=400&404=product.png,women,"amber, banana, banana flower, iris, jasmine, musk, nutmeg, pepper, tonka bean, violet",summer,night,L'Artisan Parfumeur,date,cold,"confident, mysterious",0
Easy To Love Eau de Parfum,Eau d'Italie,https://static.luckyscent.com/images/products/43237.jpg?width=400&404=product.png,women,"ambrette, fig, honey, tonka bean, white currant, white peony",spring,day,Eau d'Italie,casual,cold,"confident, mysterious",1
Cassili Eau de Parfum,Parfums de Marly,https://static.luckyscent.com/images/products/70028.jpg?width=400&404=product.png,women,"mimosa, petalia, plum, plumeria, red currant, rose, sandalwood, tonka bean, vanilla, white flowers",summer,night,Parfums de Marly,casual,cold,"confident, mysterious",3
Ganymede Eau de Parfum,Marc-Antoine Barrois,https://static.luckyscent.com/images/products/822001.jpg?width=400&404=product.png,unisex,"akigalawood, immortelle absolute, mandarin, osmanthus absolute, saffron, violet",fall,night,Marc-Antoine Barrois,casual,any,"confident, mysterious",1
No. 1 Tonic Blanc Eau de Parfum,Thomas Kosmala,https://static.luckyscent.com/images/products/82000.jpg?width=400&404=product.png,women,"bergamot, bergamot flower blossom, cedar, mandarin, mock orange flower, musk, neroli, oakmoss, orange, orange flower blossom, sandalwood",fall,day,Thomas Kosmala,date,hot,"confident, mysterious",3
No. 2 Seve Nouvelle Eau de Parfum,Thomas Kosmala,https://static.luckyscent.com/images/products/82001.jpg?width=400&404=product.png,men,"amberwood, cashmeran, champaca, grapefruit, labdanum, patchouli, pink pepper, raspberry, saffron, tonka bean, water pepper",fall,day,Thomas Kosmala,date,cold,"confident, mysterious",5
No. 3 Crepuscule Ardent Eau de Parfum,Thomas Kosmala,https://static.luckyscent.com/images/products/82002.jpg?width=400&404=product.png,women,"amber, jasmine, leather, olibanum, saffron, suede",summer,night,Thomas Kosmala,date,cold,"confident, mysterious",0
No. 4 Apres l'Amour Eau de Parfum,Thomas Kosmala,https://static.luckyscent.com/images/products/82003.jpg?width=400&404=product.png,women,"amber, aromatic notes, bitter orange, dry wood, fresh spice, lemon zest, musk",fall,night,Thomas Kosmala,date,cold,"confident, mysterious",0
